ipc_class_level	ancestor	parent	ipc_version
A01F  12/54	A01F12/00	A	2017.01
A01F  12/56	A01F12/00	A	2017.01
A01F  12/58	A01F12/00	A	2017.01
A01F  12/60	A01F12/00	A	2017.01
A01F  13/00	A01F	A	2017.01
A01F  15/00	A01F	A	2017.01
A01F  15/02	A01F15/00	A	2017.01
A01F  15/04	A01F15/00	A	2017.01
A01F  15/06	A01F15/04	A	2017.01
A01F  15/07	A01F15/00	A	2017.01
A01F  15/08	A01F15/00	A	2017.01
A01F  15/10	A01F15/08	A	2017.01
A01F  15/12	A01F15/08	A	2017.01
A01F  15/14	A01F15/08	A	2017.01
A01F  15/16	A01F15/08	A	2017.01
A01F  15/18	A01F15/08	A	2017.01
A01F  17/00	A01F	A	2017.01
A01F  17/02	A01F17/00	A	2017.01
A01F  17/04	A01F17/00	A	2017.01
A01F  19/00	A01F	A	2017.01
A01F  21/00	A01F	A	2017.01
A01F  25/00	A01F	A	2017.01
A01F  25/02	A01F25/00	A	2017.01
A01F  25/04	A01F25/00	A	2017.01
A01F  25/08	A01F25/04	A	2017.01
A01F  25/10	A01F25/04	A	2017.01
A01F  25/12	A01F25/00	A	2017.01
A01F  25/13	A01F25/00	A	2017.01
A01F  25/14	A01F25/00	A	2017.01
A01F  25/16	A01F25/00	A	2017.01
A01F  25/18	A01F25/16	A	2017.01
A01F  25/20	A01F25/16	A	2017.01
A01F  25/22	A01F25/16	A	2017.01
A01F  29/00	A01F	A	2017.01
A01F  29/01	A01F29/00	A	2017.01
A01F  29/02	A01F29/00	A	2017.01
A01F  29/04	A01F29/02	A	2017.01
A01F  29/06	A01F29/00	A	2017.01
A01F  29/08	A01F29/00	A	2017.01
A01F  29/09	A01F29/00	A	2017.01
A01F  29/10	A01F29/09	A	2017.01
A01F  29/12	A01F29/09	A	2017.01
A01F  29/14	A01F29/09	A	2017.01
A01F  29/16	A01F29/09	A	2017.01
A01F  29/18	A01F29/16	A	2017.01
A01F  29/22	A01F29/09	A	2017.01
A01G	A01G	A	2017.01
A01G   1/00	A01G	A	2017.01
A01G   1/02	A01G1/00	A	2017.01
A01G   1/04	A01G1/00	A	2017.01
A01G   1/06	A01G1/00	A	2017.01
A01G   1/08	A01G1/00	A	2017.01
A01G   1/12	A01G1/00	A	2017.01
A01G   3/00	A01G	A	2017.01
A01G   3/02	A01G3/00	A	2017.01
A01G   3/025	A01G3/02	A	2017.01
A01G   3/033	A01G3/02	A	2017.01
A01G   3/037	A01G3/033	A	2017.01
A01G   3/04	A01G3/00	A	2017.01
A01G   3/047	A01G3/04	A	2017.01
A01G   3/053	A01G3/047	A	2017.01
A01G   3/06	A01G3/00	A	2017.01
A01G   3/08	A01G3/00	A	2017.01
A01G   5/00	A01G	A	2017.01
A01G   5/02	A01G5/00	A	2017.01
A01G   5/04	A01G5/00	A	2017.01
A01G   5/06	A01G5/00	A	2017.01
A01G   7/00	A01G	A	2017.01
A01G   7/02	A01G7/00	A	2017.01
A01G   7/04	A01G7/00	A	2017.01
A01G   7/06	A01G7/00	A	2017.01
A01G   9/00	A01G	A	2017.01
A01G   9/02	A01G9/00	A	2017.01
A01G   9/04	A01G9/00	A	2017.01
A01G   9/06	A01G9/00	A	2017.01
A01G   9/08	A01G9/00	A	2017.01
A01G   9/10	A01G9/00	A	2017.01
A01G   9/12	A01G9/00	A	2017.01
A01G   9/14	A01G9/00	A	2017.01
A01G   9/16	A01G9/14	A	2017.01
A01G   9/18	A01G9/00	A	2017.01
A01G   9/20	A01G9/00	A	2017.01
A01G   9/22	A01G9/00	A	2017.01
A01G   9/24	A01G9/00	A	2017.01
A01G   9/26	A01G9/24	A	2017.01
A01G  11/00	A01G	A	2017.01
A01G  13/00	A01G	A	2017.01
A01G  13/02	A01G13/00	A	2017.01
A01G  13/04	A01G13/02	A	2017.01
A01G  13/06	A01G13/00	A	2017.01
A01G  13/08	A01G13/00	A	2017.01
A01G  13/10	A01G13/00	A	2017.01
A01G  15/00	A01G	A	2017.01
A01G  16/00	A01G	A	2017.01
A01G  17/00	A01G	A	2017.01
A01G  17/02	A01G17/00	A	2017.01
A01G  17/04	A01G17/00	A	2017.01
A01G  17/06	A01G17/04	A	2017.01
A01G  17/08	A01G17/06	A	2017.01
A01G  17/10	A01G17/04	A	2017.01
A01G  17/12	A01G17/04	A	2017.01
A01G  17/14	A01G17/04	A	2017.01
A01G  17/16	A01G17/14	A	2017.01
A01G  17/18	A01G17/00	A	2017.01
A01G  23/00	A01G	A	2017.01
A01G  23/02	A01G23/02	A	2017.01
A01G  23/04	A01G23/02	A	2017.01
A01G  23/06	A01G23/02	A	2017.01
A01G  23/08	A01G23/02	A	2017.01
A01G  23/081	A01G23/08	A	2017.01
A01G  23/083	A01G23/08	A	2017.01
A01G  23/085	A01G23/083	A	2017.01
A01G  23/087	A01G23/08	A	2017.01
A01G  23/089	A01G23/087	A	2017.01
A01G  23/09	A01G23/087	A	2017.01
A01G  23/091	A01G23/08	A	2017.01
A01G  23/093	A01G23/08	A	2017.01
A01G  23/095	A01G23/02	A	2017.01
A01G  23/097	A01G23/095	A	2017.01
A01G  23/099	A01G23/02	A	2017.01
A01G  23/10	A01G23/00	A	2017.01
A01G  23/12	A01G23/10	A	2017.01
A01G  23/14	A01G23/10	A	2017.01
A01G  25/00	A01G	A	2017.01
A01G  25/02	A01G25/00	A	2017.01
A01G  25/06	A01G25/00	A	2017.01
A01G  25/09	A01G25/00	A	2017.01
A01G  25/14	A01G25/00	A	2017.01
A01G  25/16	A01G25/00	A	2017.01
A01G  27/00	A01G	A	2017.01
A01G  27/02	A01G27/00	A	2017.01
A01G  27/04	A01G27/00	A	2017.01
A01G  27/06	A01G27/04	A	2017.01
A01G  29/00	A01G	A	2017.01
A01G  31/00	A01G	A	2017.01
A01G  31/02	A01G31/00	A	2017.01
A01G  31/04	A01G31/02	A	2017.01
A01G  31/06	A01G31/02	A	2017.01
A01G  33/00	A01G	A	2017.01
A01G  33/02	A01G33/00	A	2017.01
A01H	A01H	A	2017.01
A01H   1/00	A01H	A	2017.01
A01H   1/02	A01H1/00	A	2017.01
A01H   1/04	A01H1/00	A	2017.01
A01H   1/06	A01H1/00	A	2017.01
A01H   1/08	A01H1/06	A	2017.01
A01H   3/00	A01H	A	2017.01
A01H   3/02	A01H3/00	A	2017.01
A01H   3/04	A01H3/00	A	2017.01
A01H   4/00	A01H	A	2017.01
A01H   5/00	A01H	A	2017.01
A01H   5/02	A01H5/00	A	2017.01
A01H   5/04	A01H5/00	A	2017.01
A01H   5/06	A01H5/00	A	2017.01
A01H   5/08	A01H5/00	A	2017.01
A01H   5/10	A01H5/00	A	2017.01
A01H   5/12	A01H5/00	A	2017.01
A01H   7/00	A01H	A	2017.01
A01H   9/00	A01H	A	2017.01
A01H  11/00	A01H	A	2017.01
A01H  13/00	A01H	A	2017.01
A01H  15/00	A01H	A	2017.01
A01H  17/00	A01H	A	2017.01
A01J	A01J	A	2017.01
A01J   1/00	A01J	A	2017.01
A01J   3/00	A01J	A	2017.01
A01J   5/00	A01J	A	2017.01
A01J   5/003	A01J5/00	A	2017.01
A01J   5/007	A01J5/00	A	2017.01
A01J   5/01	A01J5/007	A	2017.01
A01J   5/013	A01J5/00	A	2017.01
A01J   5/017	A01J5/00	A	2017.01
A01J   5/02	A01J5/00	A	2017.01
A01J   5/04	A01J5/00	A	2017.01
A01J   5/06	A01J5/04	A	2017.01
A01J   5/08	A01J5/04	A	2017.01
A01J   5/10	A01J5/04	A	2017.01
A01J   5/12	A01J5/10	A	2017.01
A01J   5/14	A01J5/10	A	2017.01
A01J   5/16	A01J5/04	A	2017.01
A01J   7/00	A01J	A	2017.01
A01J   7/02	A01J7/00	A	2017.01
A01J   7/04	A01J7/00	A	2017.01
A01J   9/00	A01J	A	2017.01
A01J   9/02	A01J9/00	A	2017.01
A01J   9/04	A01J9/00	A	2017.01
A01J   9/06	A01J9/00	A	2017.01
A01J   9/08	A01J9/00	A	2017.01
A01J   9/10	A01J9/00	A	2017.01
A01J  11/00	A01J	A	2017.01
A01J  11/02	A01J11/00	A	2017.01
A01J  11/04	A01J11/00	A	2017.01
A01J  11/06	A01J11/00	A	2017.01
A01J  11/08	A01J11/06	A	2017.01
A01J  11/10	A01J11/00	A	2017.01
A01J  11/12	A01J11/10	A	2017.01
A01J  11/14	A01J11/12	A	2017.01
A01J  11/16	A01J11/00	A	2017.01
A01J  13/00	A01J	A	2017.01
A01J  15/00	A01J	A	2017.01
A01J  15/02	A01J15/00	A	2017.01
A01J  15/04	A01J15/00	A	2017.01
A01J  15/06	A01J15/04	A	2017.01
A01J  15/08	A01J15/04	A	2017.01
A01J  15/10	A01J15/00	A	2017.01
A01J  15/12	A01J15/10	A	2017.01
A01J  15/14	A01J15/00	A	2017.01
A01J  15/16	A01J15/00	A	2017.01
A01J  15/18	A01J15/16	A	2017.01
A01J  15/20	A01J15/16	A	2017.01
A01J  15/22	A01J15/16	A	2017.01
A01J  15/24	A01J15/16	A	2017.01
A01J  15/25	A01J15/16	A	2017.01
A01J  15/26	A01J15/00	A	2017.01
A01J  15/28	A01J15/00	A	2017.01
A01J  17/00	A01J	A	2017.01
A01J  19/00	A01J	A	2017.01
A01J  21/00	A01J	A	2017.01
A01J  21/02	A01J21/00	A	2017.01
A01J  23/00	A01J	A	2017.01
A01J  25/00	A01J	A	2017.01
A01J  25/02	A01J25/00	A	2017.01
A01J  25/04	A01J25/02	A	2017.01
A01J  25/06	A01J25/00	A	2017.01
A01J  25/08	A01J25/00	A	2017.01
A01J  25/10	A01J25/00	A	2017.01
A01J  25/11	A01J25/00	A	2017.01
A01J  25/12	A01J25/00	A	2017.01
A01J  25/13	A01J25/12	A	2017.01
A01J  25/15	A01J25/12	A	2017.01
A01J  25/16	A01J25/00	A	2017.01
A01J  27/00	A01J	A	2017.01
A01J  27/02	A01J27/00	A	2017.01
A01J  27/04	A01J27/00	A	2017.01
A01J  99/00	A01J	A	2017.01
A01K	A01K	A	2017.01
A01K   1/00	A01K	A	2017.01
A01K   1/01	A01K1/00	A	2017.01
A01K   1/015	A01K1/00	A	2017.01
A01K   1/02	A01K1/00	A	2017.01
A01K   1/03	A01K1/02	A	2017.01
A01K   1/035	A01K1/02	A	2017.01
A01K   1/04	A01K1/00	A	2017.01
A01K   1/06	A01K1/00	A	2017.01
A01K   1/062	A01K1/06	A	2017.01
A01K   1/064	A01K1/06	A	2017.01
A01K   1/08	A01K1/00	A	2017.01
A01K   1/10	A01K1/00	A	2017.01
A01K   1/12	A01K1/00	A	2017.01
A01K   3/00	A01K	A	2017.01
A01K   5/00	A01K	A	2017.01
A01K   5/01	A01K5/00	A	2017.01
A01K   5/015	A01K5/00	A	2017.01
A01K   5/02	A01K5/00	A	2017.01
A01K   7/00	A01K	A	2017.01
A01K   7/02	A01K7/00	A	2017.01
A01K   7/04	A01K7/02	A	2017.01
A01K   7/06	A01K7/02	A	2017.01
A01K   9/00	A01K	A	2017.01
A01K  11/00	A01K	A	2017.01
A01K  13/00	A01K	A	2017.01
A01K  14/00	A01K	A	2017.01
A01K  15/00	A01K	A	2017.01
A01K  15/02	A01K15/00	A	2017.01
A01K  15/04	A01K15/00	A	2017.01
A01K  17/00	A01K	A	2017.01
A01K  19/00	A01K	A	2017.01
A01K  21/00	A01K	A	2017.01
A01K  23/00	A01K	A	2017.01
A01K  25/00	A01K	A	2017.01
A01K  27/00	A01K	A	2017.01
A01K  29/00	A01K	A	2017.01
A01K  31/00	A01K	A	2017.01
A01K  31/02	A01K31/00	A	2017.01
A01K  31/04	A01K31/00	A	2017.01
A01K  31/06	A01K31/00	A	2017.01
A01K  31/07	A01K31/06	A	2017.01
A01K  31/08	A01K31/06	A	2017.01
A01K  31/10	A01K31/00	A	2017.01
A01K  31/12	A01K31/00	A	2017.01
A01K  31/14	A01K31/00	A	2017.01
A01K  31/16	A01K31/14	A	2017.01
A01K  31/17	A01K31/16	A	2017.01
A01K  31/18	A01K31/00	A	2017.01
A01K  31/19	A01K31/18	A	2017.01
A01K  31/20	A01K31/18	A	2017.01
A01K  31/22	A01K31/00	A	2017.01
A01K  31/24	A01K31/00	A	2017.01
A01K  33/00	A01K	A	2017.01
A01K  35/00	A01K	A	2017.01
A01K  37/00	A01K	A	2017.01
A01K  39/00	A01K	A	2017.01
A01K  39/01	A01K39/00	A	2017.01
A01K  39/012	A01K39/01	A	2017.01
A01K  39/014	A01K39/01	A	2017.01
A01K  39/02	A01K39/00	A	2017.01
A01K  39/022	A01K39/02	A	2017.01
A01K  39/024	A01K39/02	A	2017.01
A01K  39/026	A01K39/02	A	2017.01
A01K  39/04	A01K39/00	A	2017.01
A01K  39/06	A01K39/00	A	2017.01
A01K  41/00	A01K	A	2017.01
A01K  41/02	A01K41/00	A	2017.01
A01K  41/04	A01K41/00	A	2017.01
A01K  41/06	A01K41/00	A	2017.01
A01K  43/00	A01K	A	2017.01
A01K  43/04	A01K43/00	A	2017.01
A01K  43/06	A01K43/04	A	2017.01
A01K  43/08	A01K43/04	A	2017.01
A01K  43/10	A01K43/04	A	2017.01
A01K  45/00	A01K	A	2017.01
A01K  47/00	A01K	A	2017.01
A01K  47/02	A01K47/00	A	2017.01
A01K  47/04	A01K47/00	A	2017.01
A01K  47/06	A01K47/00	A	2017.01
A01K  49/00	A01K	A	2017.01
A01K  51/00	A01K	A	2017.01
A01K  53/00	A01K	A	2017.01
A01K  55/00	A01K	A	2017.01
A01K  57/00	A01K	A	2017.01
A01K  59/00	A01K	A	2017.01
A01K  59/02	A01K59/00	A	2017.01
A01K  59/04	A01K59/00	A	2017.01
A01K  59/06	A01K59/00	A	2017.01
A01K  61/00	A01K	A	2017.01
A01K  61/02			2017.01
A01K  61/10	A01K61/00	A	2017.01
A01K  61/13	A01K61/10	A	2017.01
A01K  61/17	A01K61/10	A	2017.01
A01K  61/30	A01K61/00	A	2017.01
A01K  61/40	A01K61/00	A	2017.01
A01K  61/50	A01K61/00	A	2017.01
A01K  61/51	A01K61/50	A	2017.01
A01K  61/53	A01K61/51	A	2017.01
A01K  61/54	A01K61/50	A	2017.01
A01K  61/55	A01K61/54	A	2017.01
A01K  61/56	A01K61/54	A	2017.01
A01K  61/59	A01K61/50	A	2017.01
A01K  61/60	A01K61/00	A	2017.01
A01K  61/65	A01K61/60	A	2017.01
A01K  61/70	A01K61/00	A	2017.01
A01K  61/72	A01K61/70	A	2017.01
A01K  61/75	A01K61/70	A	2017.01
A01K  61/77	A01K61/70	A	2017.01
A01K  61/80	A01K61/00	A	2017.01
A01K  61/85	A01K61/80	A	2017.01
A01K  61/90	A01K61/00	A	2017.01
A01K  61/95	A01K61/90	A	2017.01
A01K  63/00	A01K	A	2017.01
A01K  63/02	A01K63/00	A	2017.01
A01K  63/04	A01K63/00	A	2017.01
A01K  63/06	A01K63/00	A	2017.01
A01K  63/10	A01K63/00	A	2017.01
A01K  65/00	A01K	A	2017.01
A01K  67/00	A01K67/00	A	2017.01
A01K  67/02	A01K67/00	A	2017.01
A01K  67/027	A01K67/00	A	2017.01
A01K  67/033	A01K67/00	A	2017.01
A01K  67/04	A01K67/033	A	2017.01
A01K  69/00	A01K	A	2017.01
A01K  69/02	A01K69/00	A	2017.01
A01K  69/04	A01K69/00	A	2017.01
A01K  69/06	A01K69/00	A	2017.01
A01K  69/08	A01K69/06	A	2017.01
A01K  69/10	A01K69/06	A	2017.01
A01K  71/00	A01K	A	2017.01
A01K  73/00	A01K	A	2017.01
A01K  73/02	A01K73/00	A	2017.01
A01K  73/04	A01K73/02	A	2017.01
A01K  73/045	A01K73/04	A	2017.01
A01K  73/05	A01K73/04	A	2017.01
A01K  73/053	A01K73/04	A	2017.01
A01K  73/06	A01K73/02	A	2017.01
A01K  73/10	A01K73/02	A	2017.01
A01K  73/12	A01K73/00	A	2017.01
A01K  74/00	A01K	A	2017.01
A01K  75/00	A01K	A	2017.01
A01K  75/02	A01K75/00	A	2017.01
A01K  75/04	A01K75/00	A	2017.01
A01K  75/06	A01K75/00	A	2017.01
A01K  77/00	A01K	A	2017.01
A01K  79/00	A01K	A	2017.01
A01K  79/02	A01K79/00	A	2017.01
A01K  80/00	A01K	A	2017.01
A01K  81/00	A01K	A	2017.01
A01K  81/04	A01K81/00	A	2017.01
A01K  81/06	A01K81/00	A	2017.01
A01K  83/00	A01K	A	2017.01
A01K  83/02	A01K83/00	A	2017.01
A01K  83/04	A01K83/00	A	2017.01
A01K  83/06	A01K83/00	A	2017.01
A01K  85/00	A01K	A	2017.01
A01K  85/01	A01K85/00	A	2017.01
A01K  85/02	A01K85/00	A	2017.01
A01K  85/08	A01K85/00	A	2017.01
A01K  85/10	A01K85/00	A	2017.01
A01K  85/12	A01K85/00	A	2017.01
A01K  85/14	A01K85/00	A	2017.01
A01K  85/16	A01K85/00	A	2017.01
A01K  85/18	A01K85/16	A	2017.01
A01K  87/00	A01K	A	2017.01
A01K  87/02	A01K87/00	A	2017.01
A01K  87/04	A01K87/00	A	2017.01
A01K  87/06	A01K87/00	A	2017.01
A01K  87/08	A01K87/00	A	2017.01
A01K  89/00	A01K	A	2017.01
A01K  89/01	A01K89/00	A	2017.01
A01K  89/012	A01K89/01	A	2017.01
A01K  89/015	A01K89/00	A	2017.01
A01K  89/0155	A01K89/015	A	2017.01
A01K  89/016	A01K89/015	A	2017.01
A01K  89/0165	A01K89/015	A	2017.01
A01K  89/017	A01K89/015	A	2017.01
A01K  89/02	A01K89/00	A	2017.01
A01K  89/027	A01K89/02	A	2017.01
A01K  89/033	A01K89/02	A	2017.01
A01K  89/06	A01K89/00	A	2017.01
A01K  89/08	A01K89/00	A	2017.01
A01K  91/00	A01K	A	2017.01
A01K  91/02	A01K91/00	A	2017.01
A01K  91/03	A01K91/00	A	2017.01
A01K  91/04	A01K91/03	A	2017.01
A01K  91/047	A01K91/03	A	2017.01
A01K  91/053	A01K91/03	A	2017.01
A01K  91/06	A01K91/00	A	2017.01
A01K  91/08	A01K91/06	A	2017.01
A01K  91/10	A01K91/06	A	2017.01
A01K  91/12	A01K91/00	A	2017.01
A01K  91/14	A01K91/00	A	2017.01
A01K  91/16	A01K91/14	A	2017.01
A01K  91/18	A01K91/00	A	2017.01
A01K  91/20	A01K91/00	A	2017.01
A01K  93/00	A01K	A	2017.01
A01K  93/02	A01K93/00	A	2017.01
A01K  95/00	A01K	A	2017.01
A01K  95/02	A01K95/00	A	2017.01
A01K  97/00	A01K	A	2017.01
A01K  97/01	A01K97/00	A	2017.01
A01K  97/02	A01K97/00	A	2017.01
A01K  97/04	A01K97/00	A	2017.01
A01K  97/05	A01K97/04	A	2017.01
A01K  97/06	A01K97/00	A	2017.01
A01K  97/08	A01K97/00	A	2017.01
A01K  97/10	A01K97/00	A	2017.01
A01K  97/11	A01K97/10	A	2017.01
A01K  97/12	A01K97/00	A	2017.01
A01K  97/14	A01K97/00	A	2017.01
A01K  97/16	A01K97/00	A	2017.01
A01K  97/18	A01K97/00	A	2017.01
A01K  97/20	A01K97/00	A	2017.01
A01K  97/22	A01K97/00	A	2017.01
A01K  97/24	A01K97/00	A	2017.01
A01K  97/26	A01K97/00	A	2017.01
A01K  97/28	A01K97/26	A	2017.01
A01K  99/00	A01K	A	2017.01
A01L	A01L	A	2017.01
A01L   1/00	A01L	A	2017.01
A01L   1/02	A01L1/00	A	2017.01
A01L   1/04	A01L1/00	A	2017.01
A01L   3/00	A01L	A	2017.01
A01L   3/02	A01L3/00	A	2017.01
A01L   3/04	A01L3/00	A	2017.01
A01L   3/06	A01L3/00	A	2017.01
A01L   5/00	A01L	A	2017.01
A01L   7/00	A01L	A	2017.01
A01L   7/02	A01L7/00	A	2017.01
A01L   7/04	A01L7/00	A	2017.01
A01L   7/06	A01L7/00	A	2017.01
A01L   7/08	A01L7/00	A	2017.01
A01L   7/10	A01L7/00	A	2017.01
A01L   9/00	A01L	A	2017.01
A01L  11/00	A01L	A	2017.01
A01L  13/00	A01L	A	2017.01
A01L  15/00	A01L	A	2017.01
A01M	A01M	A	2017.01
A01M   1/00	A01M	A	2017.01
A01M   1/02	A01M1/00	A	2017.01
A01M   1/04	A01M1/02	A	2017.01
A01M   1/06	A01M1/00	A	2017.01
A01M   1/08	A01M1/00	A	2017.01
A01M   1/10	A01M1/00	A	2017.01
A01M   1/12	A01M1/10	A	2017.01
A01M   1/14	A01M1/00	A	2017.01
A01M   1/16	A01M1/14	A	2017.01
A01M   1/18	A01M1/14	A	2017.01
A01M   1/20	A01M1/00	A	2017.01
A01M   1/22	A01M1/00	A	2017.01
A01M   1/24	A01M1/00	A	2017.01
A01M   3/00	A01M	A	2017.01
A01M   3/02	A01M3/00	A	2017.01
A01M   3/04	A01M3/00	A	2017.01
A01M   5/00	A01M	A	2017.01
A01M   5/02	A01M5/00	A	2017.01
A01M   5/04	A01M5/00	A	2017.01
A01M   5/06	A01M5/04	A	2017.01
A01M   5/08	A01M5/04	A	2017.01
A01M   7/00	A01M	A	2017.01
A01M   9/00	A01M	A	2017.01
A01M  11/00	A01M	A	2017.01
A01M  13/00	A01M	A	2017.01
A01M  15/00	A01M	A	2017.01
A01M  17/00	A01M	A	2017.01
A01M  19/00	A01M	A	2017.01
A01M  21/00	A01M	A	2017.01
A01M  21/02	A01M21/00	A	2017.01
A01M  21/04	A01M21/00	A	2017.01
A01M  23/00	A01M	A	2017.01
A01M  23/02	A01M23/00	A	2017.01
A01M  23/04	A01M23/02	A	2017.01
A01M  23/06	A01M23/04	A	2017.01
A01M  23/08	A01M23/02	A	2017.01
A01M  23/10	A01M23/02	A	2017.01
A01M  23/12	A01M23/02	A	2017.01
A01M  23/14	A01M23/02	A	2017.01
A01M  23/16	A01M23/00	A	2017.01
A01M  23/18	A01M23/16	A	2017.01
A01M  23/20	A01M23/16	A	2017.01
A01M  23/22	A01M23/16	A	2017.01
A01M  23/24	A01M23/00	A	2017.01
A01M  23/26	A01M23/24	A	2017.01
A01M  23/28	A01M23/26	A	2017.01
A01M  23/30	A01M23/24	A	2017.01
A01M  23/32	A01M23/24	A	2017.01
A01M  23/34	A01M23/24	A	2017.01
A01M  23/36	A01M23/24	A	2017.01
A01M  23/38	A01M23/00	A	2017.01
A01M  25/00	A01M	A	2017.01
A01M  27/00	A01M	A	2017.01
A01M  29/00	A01M	A	2017.01
A01M  29/02			2017.01
A01M  29/04			2017.01
A01M  29/06	A01M29/00	A	2017.01
A01M  29/08	A01M29/06	A	2017.01
A01M  29/10	A01M29/06	A	2017.01
A01M  29/12	A01M29/00	A	2017.01
A01M  29/14	A01M29/00	A	2017.01
A01M  29/16	A01M29/00	A	2017.01
A01M  29/18	A01M29/16	A	2017.01
A01M  29/20	A01M29/16	A	2017.01
A01M  29/22	A01M29/00	A	2017.01
A01M  29/24	A01M29/00	A	2017.01
A01M  29/26	A01M29/24	A	2017.01
A01M  29/28	A01M29/24	A	2017.01
A01M  29/30	A01M29/00	A	2017.01
A01M  29/32	A01M29/30	A	2017.01
A01M  29/34	A01M29/30	A	2017.01
A01M  31/00	A01M	A	2017.01
A01M  31/02	A01M31/00	A	2017.01
A01M  31/04	A01M31/00	A	2017.01
A01M  31/06	A01M31/00	A	2017.01
A01M  99/00	A01M	A	2017.01
A01N	A01N	A	2017.01
A01N   1/00	A01N	A	2017.01
A01N   1/02	A01N1/00	A	2017.01
A01N   3/00	A01N	A	2017.01
A01N   3/02	A01N3/00	A	2017.01
A01N   3/04	A01N3/00	A	2017.01
A01N  25/00	A01N	A	2017.01
A01N  25/02	A01N25/00	A	2017.01
A01N  25/04	A01N25/02	A	2017.01
A01N  25/06	A01N25/04	A	2017.01
A01N  25/08	A01N25/00	A	2017.01
A01N  25/10	A01N25/08	A	2017.01
A01N  25/12	A01N25/00	A	2017.01
A01N  25/14	A01N25/12	A	2017.01
A01N  25/16	A01N25/00	A	2017.01
A01N  25/18	A01N25/00	A	2017.01
A01N  25/20	A01N25/00	A	2017.01
A01N  25/22	A01N25/00	A	2017.01
A01N  25/24	A01N25/00	A	2017.01
A01N  25/26	A01N25/00	A	2017.01
A01N  25/28	A01N25/26	A	2017.01
A01N  25/30	A01N25/00	A	2017.01
A01N  25/32	A01N25/00	A	2017.01
A01N  25/34	A01N25/00	A	2017.01
A01N  27/00	A01N	A	2017.01
A01N  29/00	A01N	A	2017.01
A01N  29/02	A01N29/00	A	2017.01
A01N  29/04	A01N29/00	A	2017.01
A01N  29/06	A01N29/04	A	2017.01
A01N  29/08	A01N29/04	A	2017.01
A01N  29/10	A01N29/00	A	2017.01
A01N  29/12	A01N29/10	A	2017.01
A01N  31/00	A01N	A	2017.01
A01N  31/02	A01N31/00	A	2017.01
A01N  31/04	A01N31/00	A	2017.01
A01N  31/06	A01N31/00	A	2017.01
A01N  31/08	A01N31/00	A	2017.01
A01N  31/10	A01N31/08	A	2017.01
A01N  31/12	A01N31/08	A	2017.01
A01N  31/14	A01N31/08	A	2017.01
A01N  31/16	A01N31/08	A	2017.01
A01N  33/00	A01N	A	2017.01
A01N  33/02	A01N33/00	A	2017.01
A01N  33/04	A01N33/02	A	2017.01
A01N  33/06	A01N33/02	A	2017.01
A01N  33/08	A01N33/02	A	2017.01
A01N  33/10	A01N33/08	A	2017.01
A01N  33/12	A01N33/02	A	2017.01
A01N  33/14	A01N33/00	A	2017.01
A01N  33/16	A01N33/00	A	2017.01
A01N  33/18	A01N33/16	A	2017.01
A01N  33/20	A01N33/18	A	2017.01
A01N  33/22	A01N33/20	A	2017.01
A01N  33/24	A01N33/16	A	2017.01
A01N  33/26	A01N33/00	A	2017.01
A01N  35/00	A01N	A	2017.01
A01N  35/02	A01N35/00	A	2017.01
A01N  35/04	A01N35/00	A	2017.01
A01N  35/06	A01N35/00	A	2017.01
A01N  35/08	A01N35/00	A	2017.01
A01N  35/10	A01N35/08	A	2017.01
A01N  37/00	A01N	A	2017.01
A01N  37/02	A01N37/00	A	2017.01
A01N  37/04	A01N37/02	A	2017.01
A01N  37/06	A01N37/00	A	2017.01
A01N  37/08	A01N37/00	A	2017.01
A01N  37/10	A01N37/00	A	2017.01
A01N  37/12	A01N37/00	A	2017.01
A01N  37/14	A01N37/00	A	2017.01
A01N  37/16	A01N37/00	A	2017.01
A01N  37/18	A01N37/00	A	2017.01
A01N  37/20	A01N37/18	A	2017.01
A01N  37/22	A01N37/18	A	2017.01
A01N  37/24	A01N37/22	A	2017.01
A01N  37/26	A01N37/18	A	2017.01
A01N  37/28	A01N37/18	A	2017.01
A01N  37/30	A01N37/18	A	2017.01
A01N  37/32	A01N37/18	A	2017.01
A01N  37/34	A01N37/00	A	2017.01
A01N  37/36	A01N37/00	A	2017.01
A01N  37/38	A01N37/36	A	2017.01
A01N  37/40	A01N37/38	A	2017.01
A01N  37/42	A01N37/00	A	2017.01
A01N  37/44	A01N37/00	A	2017.01
A01N  37/46	A01N37/44	A	2017.01
A01N  37/48	A01N37/44	A	2017.01
A01N  37/50	A01N37/44	A	2017.01
A01N  37/52	A01N37/00	A	2017.01
A01N  39/00	A01N39/00	A	2017.01
A01N  39/02	A01N39/00	A	2017.01
A01N  39/04	A01N39/02	A	2017.01
A01N  41/00	A01N	A	2017.01
A01N  41/02	A01N41/00	A	2017.01
A01N  41/04	A01N41/02	A	2017.01
A01N  41/06	A01N41/04	A	2017.01
A01N  41/08	A01N41/04	A	2017.01
A01N  41/10	A01N41/02	A	2017.01
A01N  41/12	A01N41/00	A	2017.01
A01N  43/00	A01N43/00	A	2017.01
A01N  43/02	A01N43/00	A	2017.01
A01N  43/04	A01N43/02	A	2017.01
A01N  43/06	A01N43/04	A	2017.01
A01N  43/08	A01N43/06	A	2017.01
A01N  43/10	A01N43/06	A	2017.01
A01N  43/12	A01N43/06	A	2017.01
A01N  43/14	A01N43/04	A	2017.01
